"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2024 - 2034 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
uniformity,Nonresidential equipment,c_corp,debt,2025,5.17,4.96,0.21,4.08,5.56,-0.4,-7.65,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2026,5.3,4.95,0.35,6.58,5.56,-0.26,-4.9,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2027,5.48,4.96,0.52,9.45,5.56,-0.09,-1.58,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2028,5.49,4.96,0.53,9.6,5.56,-0.08,-1.43,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2029,5.5,4.96,0.54,9.75,5.56,-0.07,-1.19,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2030,5.52,4.96,0.56,10.22,5.56,-0.04,-0.77,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2031,5.52,4.95,0.57,10.29,5.56,-0.04,-0.75,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2032,5.52,4.95,0.57,10.29,5.56,-0.04,-0.79,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2033,5.52,4.95,0.57,10.34,5.56,-0.04,-0.76,1883299.5
uniformity,Nonresidential equipment,c_corp,debt,2034,5.52,4.95,0.58,10.45,5.56,-0.04,-0.71,1883299.5
uniformity,Nonresidential equipment,c_corp,typical (biz),2024,5.63,4.96,0.68,12.02,5.56,0.07,1.22,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2025,5.77,4.96,0.81,14.11,5.56,0.21,3.61,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2026,5.92,4.95,0.96,16.26,5.56,0.35,5.97,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2027,6.11,4.96,1.15,18.79,5.56,0.54,8.9,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2028,6.11,4.96,1.16,18.9,5.56,0.55,9.01,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2029,6.13,4.96,1.17,19.06,5.56,0.57,9.24,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2030,6.15,4.96,1.2,19.45,5.56,0.59,9.59,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2031,6.16,4.95,1.2,19.51,5.56,0.59,9.62,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2032,6.16,4.95,1.2,19.55,5.56,0.59,9.61,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2033,6.16,4.95,1.21,19.58,5.56,0.59,9.62,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz),2034,6.16,4.95,1.21,19.65,5.56,0.59,9.63,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2024,5.63,4.96,0.68,12.02,5.56,0.07,1.22,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2025,5.77,4.96,0.81,14.11,5.56,0.21,3.61,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2026,5.92,4.95,0.96,16.26,5.56,0.35,5.97,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2027,6.11,4.96,1.15,18.79,5.56,0.54,8.9,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2028,6.11,4.96,1.16,18.9,5.56,0.55,9.01,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2029,6.13,4.96,1.17,19.06,5.56,0.57,9.24,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2030,6.15,4.96,1.2,19.45,5.56,0.59,9.59,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2031,6.16,4.95,1.2,19.51,5.56,0.59,9.62,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2032,6.16,4.95,1.2,19.55,5.56,0.59,9.61,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2033,6.16,4.95,1.21,19.58,5.56,0.59,9.62,5467854.9
uniformity,Nonresidential equipment,c_corp,typical (biz+ooh),2034,6.16,4.95,1.21,19.65,5.56,0.59,9.63,5467854.9
uniformity,Nonresidential equipment,pass_thru,new_equity,2024,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2024,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,pass_thru,typical_equity,2024,5.35,4.96,0.4,7.42,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2025,5.53,4.96,0.58,10.4,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2026,5.93,4.95,0.97,16.43,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2027,6.19,4.96,1.24,19.95,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2028,6.2,4.96,1.24,20.06,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2029,6.22,4.96,1.26,20.2,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2030,6.23,4.96,1.28,20.49,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2031,6.23,4.95,1.28,20.51,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2032,6.24,4.95,1.28,20.6,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2033,6.23,4.95,1.28,20.6,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,typical_equity,2034,6.23,4.95,1.29,20.66,NA,NA,NA,1051746.38
uniformity,Nonresidential equipment,pass_thru,debt,2024,4.75,4.96,-0.21,-4.36,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2025,4.9,4.96,-0.06,-1.15,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2026,4.83,4.95,-0.13,-2.64,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2027,5.07,4.96,0.12,2.27,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2028,5.08,4.96,0.12,2.44,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2029,5.1,4.96,0.14,2.78,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2030,5.13,4.96,0.17,3.4,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2031,5.13,4.95,0.18,3.45,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2032,5.12,4.95,0.17,3.33,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2033,5.12,4.95,0.17,3.34,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,debt,2034,5.12,4.95,0.17,3.41,NA,NA,NA,508606.27
uniformity,Nonresidential equipment,pass_thru,typical (biz),2024,5.15,4.96,0.19,3.72,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2025,5.32,4.96,0.36,6.78,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2026,5.55,4.95,0.6,10.79,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2027,5.81,4.96,0.85,14.69,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2028,5.82,4.96,0.86,14.82,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2029,5.84,4.96,0.88,15.02,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2030,5.86,4.96,0.9,15.39,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2031,5.86,4.95,0.9,15.43,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2032,5.86,4.95,0.91,15.46,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2033,5.86,4.95,0.91,15.46,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz),2034,5.86,4.95,0.91,15.52,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2024,5.15,4.96,0.19,3.72,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2025,5.32,4.96,0.36,6.78,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2026,5.55,4.95,0.6,10.79,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2027,5.81,4.96,0.85,14.69,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2028,5.82,4.96,0.86,14.82,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2029,5.84,4.96,0.88,15.02,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2030,5.86,4.96,0.9,15.39,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2031,5.86,4.95,0.9,15.43,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2032,5.86,4.95,0.91,15.46,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2033,5.86,4.95,0.91,15.46,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,pass_thru,typical (biz+ooh),2034,5.86,4.95,0.91,15.52,NA,NA,NA,1560352.65
uniformity,Nonresidential equipment,ooh,new_equity,2024,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2024,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical_equity,2024,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2025,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2026,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2027,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2028,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2029,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2030,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2031,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2032,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2033,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical_equity,2034,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2024,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2025,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2026,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2027,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2028,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2029,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2030,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2031,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2032,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2033,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,debt,2034,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz),2024,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2024,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,ooh,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential equipment,biz,new_equity,2024,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2024,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential equipment,biz,typical_equity,2024,5.8,4.96,0.85,14.63,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2025,5.96,4.96,1.0,16.83,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2026,6.17,4.95,1.21,19.64,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2027,6.38,4.96,1.42,22.26,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2028,6.39,4.96,1.43,22.36,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2029,6.4,4.96,1.44,22.51,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2030,6.43,4.96,1.47,22.86,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2031,6.43,4.95,1.47,22.91,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2032,6.43,4.95,1.48,22.97,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2033,6.43,4.95,1.48,22.98,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,typical_equity,2034,6.43,4.95,1.48,23.04,NA,NA,NA,4636301.78
uniformity,Nonresidential equipment,biz,debt,2024,4.98,4.96,0.03,0.55,NA,NA,NA,2391905.77
uniformity,Nonresidential equipment,biz,debt,2025,5.11,4.96,0.15,2.96,NA,NA,NA,2391905.77
uniformity,Nonresidential equipment,biz,debt,2026,5.2,4.95,0.24,4.68,NA,NA,NA,2391905.77
uniformity,Nonresidential equipment,biz,debt,2027,5.39,4.96,0.43,7.95,NA,NA,NA,2391905.77
uniformity,Nonresidential equipment,biz,debt,2028,5.4,4.96,0.44,8.1,NA,NA,NA,2391905.77
