"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2021 - 2031 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
comprehensive,Nonresidential equipment,c_corp,retained_earnings,2025,5.95,4.91,1.04,17.49,5.35,0.6,10.01,2444460.19
comprehensive,Nonresidential equipment,c_corp,retained_earnings,2026,6.09,4.89,1.2,19.68,5.35,0.74,12.2,2444460.19
comprehensive,Nonresidential equipment,c_corp,retained_earnings,2027,6.24,4.9,1.34,21.52,5.35,0.89,14.29,2444460.19
comprehensive,Nonresidential equipment,c_corp,retained_earnings,2028,6.24,4.89,1.35,21.59,5.35,0.89,14.29,2444460.19
comprehensive,Nonresidential equipment,c_corp,retained_earnings,2029,6.24,4.89,1.35,21.6,5.35,0.89,14.29,2444460.19
comprehensive,Nonresidential equipment,c_corp,retained_earnings,2030,6.24,4.89,1.35,21.59,5.35,0.89,14.29,2444460.19
comprehensive,Nonresidential equipment,c_corp,retained_earnings,2031,6.24,4.89,1.35,21.6,5.35,0.89,14.29,2444460.19
comprehensive,Nonresidential equipment,c_corp,typical_equity,2021,5.48,4.87,0.61,11.18,5.35,0.13,2.4,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2022,5.5,4.86,0.64,11.6,5.35,0.15,2.73,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2023,5.65,4.87,0.78,13.8,5.35,0.3,5.29,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2024,5.8,4.87,0.93,16.03,5.35,0.45,7.71,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2025,5.95,4.87,1.08,18.15,5.35,0.6,10.01,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2026,6.09,4.85,1.24,20.34,5.35,0.74,12.2,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2027,6.24,4.86,1.38,22.17,5.35,0.89,14.29,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2028,6.24,4.85,1.39,22.25,5.35,0.89,14.29,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2029,6.24,4.85,1.39,22.26,5.35,0.89,14.29,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2030,6.24,4.85,1.39,22.26,5.35,0.89,14.29,3055575.24
comprehensive,Nonresidential equipment,c_corp,typical_equity,2031,6.24,4.85,1.39,22.29,5.35,0.89,14.29,3055575.24
comprehensive,Nonresidential equipment,c_corp,debt,2021,2.08,2.19,-0.11,-5.35,3.06,-0.98,-47.39,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2022,2.11,2.18,-0.07,-3.29,3.06,-0.95,-44.82,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2023,2.2,2.19,0.01,0.36,3.06,-0.86,-39.22,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2024,2.28,2.19,0.09,3.93,3.06,-0.78,-34.31,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2025,2.36,2.18,0.18,7.45,3.06,-0.7,-29.82,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2026,2.43,2.13,0.31,12.58,3.06,-0.63,-25.82,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2027,2.51,2.13,0.38,15.28,3.06,-0.55,-21.99,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2028,2.51,2.12,0.39,15.65,3.06,-0.55,-21.87,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2029,2.52,2.11,0.41,16.16,3.06,-0.54,-21.66,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2030,2.52,2.1,0.41,16.43,3.06,-0.54,-21.49,1709720.24
comprehensive,Nonresidential equipment,c_corp,debt,2031,2.52,2.11,0.42,16.53,3.06,-0.54,-21.33,1709720.24
comprehensive,Nonresidential equipment,c_corp,typical (biz),2021,4.26,3.91,0.35,8.29,4.53,-0.27,-6.3,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2022,4.28,3.9,0.38,8.96,4.53,-0.24,-5.68,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2023,4.41,3.91,0.5,11.4,4.53,-0.12,-2.67,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2024,4.53,3.91,0.63,13.85,4.53,0.01,0.13,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2025,4.66,3.9,0.76,16.21,4.53,0.13,2.78,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2026,4.78,3.88,0.9,18.92,4.53,0.25,5.26,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2027,4.9,3.88,1.02,20.9,4.53,0.37,7.63,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2028,4.9,3.87,1.03,21.04,4.53,0.37,7.65,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2029,4.9,3.87,1.04,21.14,4.53,0.38,7.67,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2030,4.91,3.87,1.04,21.19,4.53,0.38,7.7,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz),2031,4.91,3.87,1.04,21.23,4.53,0.38,7.72,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2021,4.26,3.91,0.35,8.29,4.53,-0.27,-6.3,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2022,4.28,3.9,0.38,8.96,4.53,-0.24,-5.68,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2023,4.41,3.91,0.5,11.4,4.53,-0.12,-2.67,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2024,4.53,3.91,0.63,13.85,4.53,0.01,0.13,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2025,4.66,3.9,0.76,16.21,4.53,0.13,2.78,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2026,4.78,3.88,0.9,18.92,4.53,0.25,5.26,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2027,4.9,3.88,1.02,20.9,4.53,0.37,7.63,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2028,4.9,3.87,1.03,21.04,4.53,0.37,7.65,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2029,4.9,3.87,1.04,21.14,4.53,0.38,7.67,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2030,4.91,3.87,1.04,21.19,4.53,0.38,7.7,4765295.48
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2031,4.91,3.87,1.04,21.23,4.53,0.38,7.72,4765295.48
comprehensive,Nonresidential equipment,pass_thru,new_equity,2021,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2022,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2023,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2024,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2021,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2022,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2023,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2024,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2021,4.87,4.87,0.0,0.01,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2022,4.86,4.86,0.0,0.01,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2023,5.03,4.87,0.16,3.18,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2024,5.19,4.87,0.32,6.18,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2025,5.35,4.87,0.48,9.01,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2026,5.78,4.85,0.92,15.97,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2027,6.02,4.86,1.16,19.31,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2028,6.01,4.85,1.16,19.27,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2029,6.01,4.85,1.16,19.25,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2030,6.01,4.85,1.15,19.2,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2031,6.0,4.85,1.15,19.19,NA,NA,NA,981829.31
comprehensive,Nonresidential equipment,pass_thru,debt,2021,1.46,1.82,-0.36,-24.58,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2022,1.51,1.83,-0.31,-20.67,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2023,1.62,1.83,-0.21,-12.99,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2024,1.71,1.84,-0.13,-7.49,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2025,1.8,1.83,-0.04,-1.96,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2026,1.55,1.77,-0.22,-13.86,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2027,1.63,1.77,-0.14,-8.38,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2028,1.64,1.76,-0.12,-7.56,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2029,1.64,1.75,-0.11,-6.59,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2030,1.65,1.74,-0.1,-5.94,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,debt,2031,1.65,1.74,-0.1,-5.86,NA,NA,NA,362717.68
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2021,3.95,4.05,-0.1,-2.45,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2022,3.96,4.04,-0.08,-2.12,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2023,4.11,4.05,0.06,1.46,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2024,4.25,4.05,0.2,4.69,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2025,4.39,4.05,0.34,7.8,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2026,4.64,4.02,0.62,13.27,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2027,4.84,4.02,0.81,16.79,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2028,4.83,4.02,0.81,16.82,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2029,4.83,4.01,0.82,16.88,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2030,4.83,4.01,0.82,16.89,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2031,4.83,4.01,0.82,16.89,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2021,3.95,4.05,-0.1,-2.45,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2022,3.96,4.04,-0.08,-2.12,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2023,4.11,4.05,0.06,1.46,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2024,4.25,4.05,0.2,4.69,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2025,4.39,4.05,0.34,7.8,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2026,4.64,4.02,0.62,13.27,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2027,4.84,4.02,0.81,16.79,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2028,4.83,4.02,0.81,16.82,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2029,4.83,4.01,0.82,16.88,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2030,4.83,4.01,0.82,16.89,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2031,4.83,4.01,0.82,16.89,NA,NA,NA,1344546.99
comprehensive,Nonresidential equipment,ooh,new_equity,2021,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2022,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2023,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2024,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2021,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2022,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2023,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2024,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical_equity,2021,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2022,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2023,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2024,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2025,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2026,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2027,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2028,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2029,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2030,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2031,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2021,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2022,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2023,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2024,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2025,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2026,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2027,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2028,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2029,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2030,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2031,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz),2021,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2022,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2023,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2024,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2021,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2022,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2023,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2024,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,biz,new_equity,2021,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2022,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2023,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2024,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2021,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2022,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2023,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2024,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,typical_equity,2021,5.33,4.87,0.46,8.7,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2022,5.35,4.86,0.48,9.03,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2023,5.5,4.87,0.63,11.44,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2024,5.65,4.87,0.78,13.83,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2025,5.8,4.87,0.93,16.1,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2026,6.02,4.85,1.16,19.32,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2027,6.19,4.86,1.33,21.49,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2028,6.19,4.85,1.33,21.55,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2029,6.19,4.85,1.33,21.55,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2030,6.18,4.85,1.33,21.54,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,typical_equity,2031,6.18,4.85,1.33,21.56,NA,NA,NA,4037404.55
comprehensive,Nonresidential equipment,biz,debt,2021,1.97,2.12,-0.15,-7.86,NA,NA,NA,2072437.92
