"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2025 - 2035 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
comprehensive,Nonresidential equipment,c_corp,retained_earnings,2035,7.04,5.45,1.59,22.6,5.97,1.07,15.19,1945104.05
comprehensive,Nonresidential equipment,c_corp,typical_equity,2025,6.5,5.36,1.15,17.63,5.97,0.54,8.22,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2026,6.68,5.34,1.34,20.0,5.97,0.71,10.64,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2027,6.92,5.35,1.57,22.74,5.97,0.95,13.76,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2028,6.93,5.35,1.58,22.83,5.97,0.96,13.85,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2029,6.95,5.35,1.6,23.0,5.97,0.98,14.11,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2030,6.98,5.35,1.63,23.33,5.97,1.01,14.43,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2031,6.98,5.34,1.64,23.45,5.97,1.01,14.45,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2032,6.98,5.34,1.64,23.48,5.97,1.01,14.46,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2033,6.98,5.34,1.64,23.54,5.97,1.01,14.46,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2034,6.98,5.34,1.64,23.54,5.97,1.01,14.46,3890208.1
comprehensive,Nonresidential equipment,c_corp,typical_equity,2035,6.98,5.33,1.65,23.59,5.97,1.01,14.46,3890208.1
comprehensive,Nonresidential equipment,c_corp,debt,2025,2.98,3.07,-0.09,-3.02,4.0,-1.02,-34.36,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2026,3.08,3.01,0.08,2.51,4.0,-0.92,-29.71,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2027,3.24,3.01,0.23,6.99,4.0,-0.76,-23.62,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2028,3.25,3.01,0.24,7.51,4.0,-0.75,-22.96,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2029,3.27,3.01,0.26,7.95,4.0,-0.73,-22.16,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2030,3.29,3.01,0.28,8.65,4.0,-0.71,-21.45,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2031,3.3,3.0,0.3,8.96,4.0,-0.7,-21.4,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2032,3.29,3.01,0.29,8.76,4.0,-0.71,-21.43,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2033,3.29,2.99,0.3,9.02,4.0,-0.71,-21.54,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2034,3.29,3.0,0.29,8.79,4.0,-0.71,-21.63,2083099.53
comprehensive,Nonresidential equipment,c_corp,debt,2035,3.29,2.99,0.29,8.93,4.0,-0.71,-21.68,2083099.53
comprehensive,Nonresidential equipment,c_corp,typical (biz),2025,5.27,4.56,0.72,13.56,5.28,-0.01,-0.16,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2026,5.43,4.53,0.9,16.54,5.28,0.14,2.64,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2027,5.64,4.53,1.1,19.59,5.28,0.35,6.27,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2028,5.65,4.53,1.12,19.76,5.28,0.36,6.46,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2029,5.67,4.54,1.13,19.97,5.28,0.39,6.81,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2030,5.69,4.53,1.16,20.37,5.28,0.41,7.19,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2031,5.69,4.53,1.17,20.53,5.28,0.41,7.22,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2032,5.69,4.53,1.17,20.51,5.28,0.41,7.22,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2033,5.69,4.52,1.17,20.61,5.28,0.41,7.2,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2034,5.69,4.52,1.17,20.57,5.28,0.41,7.19,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz),2035,5.69,4.52,1.17,20.64,5.28,0.41,7.18,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2025,5.27,4.56,0.72,13.56,5.28,-0.01,-0.16,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2026,5.43,4.53,0.9,16.54,5.28,0.14,2.64,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2027,5.64,4.53,1.1,19.59,5.28,0.35,6.27,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2028,5.65,4.53,1.12,19.76,5.28,0.36,6.46,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2029,5.67,4.54,1.13,19.97,5.28,0.39,6.81,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2030,5.69,4.53,1.16,20.37,5.28,0.41,7.19,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2031,5.69,4.53,1.17,20.53,5.28,0.41,7.22,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2032,5.69,4.53,1.17,20.51,5.28,0.41,7.22,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2033,5.69,4.52,1.17,20.61,5.28,0.41,7.2,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2034,5.69,4.52,1.17,20.57,5.28,0.41,7.19,5973307.63
comprehensive,Nonresidential equipment,c_corp,typical (biz+ooh),2035,5.69,4.52,1.17,20.64,5.28,0.41,7.18,5973307.63
comprehensive,Nonresidential equipment,pass_thru,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2025,5.85,5.36,0.49,8.33,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2026,6.27,5.34,0.93,14.82,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2027,6.54,5.35,1.19,18.22,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2028,6.54,5.35,1.2,18.28,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2029,6.55,5.35,1.19,18.24,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2030,6.55,5.35,1.2,18.29,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2031,6.55,5.34,1.2,18.4,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2032,6.54,5.34,1.2,18.37,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2033,6.54,5.34,1.21,18.43,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2034,6.55,5.34,1.21,18.49,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,typical_equity,2035,6.55,5.33,1.21,18.55,NA,NA,NA,1213351.97
comprehensive,Nonresidential equipment,pass_thru,debt,2025,2.47,2.57,-0.1,-4.21,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2026,2.21,2.5,-0.29,-13.08,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2027,2.33,2.51,-0.18,-7.66,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2028,2.33,2.5,-0.17,-7.39,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2029,2.35,2.51,-0.16,-6.95,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2030,2.36,2.51,-0.14,-6.05,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2031,2.36,2.5,-0.14,-5.89,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2032,2.36,2.51,-0.15,-6.3,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2033,2.35,2.49,-0.14,-5.9,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2034,2.35,2.5,-0.15,-6.55,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,debt,2035,2.35,2.5,-0.15,-6.44,NA,NA,NA,459065.16
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2025,4.92,4.59,0.32,6.6,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2026,5.16,4.56,0.6,11.54,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2027,5.38,4.57,0.82,15.15,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2028,5.39,4.57,0.82,15.23,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2029,5.39,4.57,0.82,15.23,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2030,5.4,4.57,0.83,15.36,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2031,5.4,4.56,0.84,15.49,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2032,5.39,4.56,0.83,15.41,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2033,5.39,4.56,0.84,15.51,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2034,5.39,4.56,0.84,15.49,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz),2035,5.39,4.55,0.84,15.57,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2025,4.92,4.59,0.32,6.6,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2026,5.16,4.56,0.6,11.54,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2027,5.38,4.57,0.82,15.15,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2028,5.39,4.57,0.82,15.23,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2029,5.39,4.57,0.82,15.23,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2030,5.4,4.57,0.83,15.36,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2031,5.4,4.56,0.84,15.49,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2032,5.39,4.56,0.83,15.41,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2033,5.39,4.56,0.84,15.51,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2034,5.39,4.56,0.84,15.49,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,pass_thru,typical (biz+ooh),2035,5.39,4.55,0.84,15.57,NA,NA,NA,1672417.14
comprehensive,Nonresidential equipment,ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical_equity,2025,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2026,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2027,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2028,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2029,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2030,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2031,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2032,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2033,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2034,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical_equity,2035,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2025,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2026,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2027,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2028,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2029,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2030,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2031,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2032,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2033,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2034,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,debt,2035,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2032,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz),2035,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,ooh,typical (biz+ooh),2035,NA,NA,NA,NA,NA,NA,NA,0.0
comprehensive,Nonresidential equipment,biz,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
comprehensive,Nonresidential equipment,biz,typical_equity,2025,6.35,5.36,0.99,15.59,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2026,6.58,5.34,1.24,18.83,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2027,6.83,5.35,1.48,21.71,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2028,6.84,5.35,1.49,21.8,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2029,6.85,5.35,1.5,21.92,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2030,6.87,5.35,1.53,22.19,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2031,6.88,5.34,1.53,22.31,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2032,6.88,5.34,1.53,22.32,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2033,6.88,5.34,1.54,22.38,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2034,6.88,5.34,1.54,22.4,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,typical_equity,2035,6.88,5.33,1.54,22.45,NA,NA,NA,5103560.07
comprehensive,Nonresidential equipment,biz,debt,2025,2.89,2.98,-0.09,-3.2,NA,NA,NA,2542164.69
